'id'	'title'	'description'	'product_type'	'google_product_category'	'link'	'image_link'	'condition'	'availability'	'price'	'sale_price'	'gtin'	'brand'	'mpn'	'item_group_id'	'gender'	'age_group'	'color'	'material'	'pattern'	'size'	'energy_efficiency_class'	'shipping'	'is_bundle'	'multipack'	'custom_label_0'	'custom_label_1'	'custom_label_2'	'custom_label_3'	'custom_label_4'	'unit_pricing_measure'	'unit_pricing_base_measure'
'750566'	'Arlo 2K videodørklokke (1-pakning)'	'['2K-video, toveis tale', 'Farget nattsyn, IP65', 'Innbruddsalarm']'	'Hjem, rengjøring og kjøkkenutstyr'	'Hjem, rengjøring og kjøkkenutstyr > Sikkerhet og overvåkning > Ringeklokke'	'https://www.elkjop.no/product/hjem-rengjoring-og-kjokkenutstyr/sikkerhet-og-overvakning/ringeklokke/arlo-2k-videodorklokke-1-pakning/750566'	'https://next-media.elkjop.com/image/dv_web_D1800012698975/750566/arlo-2k-videodorklokke-1-pakning.jpg'	'new'	'out_of_stock'	'1990 NOK'	'1090 NOK'		'Arlo'																			
'753688'	'Miele Ovn H 2467 B ACTIVE'	'['Klartekstdisplay med bryter – EasyControl Plus', 'Spesielt enkel rengjøring – PerfectClean-utstyr', 'WiFi-kompatibelt produkt – Miele@home']'	'Hvitevarer'	'Hvitevarer > Komfyr & Stekeovn > Stekeovn'	'https://www.elkjop.no/product/hvitevarer/komfyr-stekeovn/stekeovn/miele-ovn-h-2467-b-active/753688'	'https://next-media.elkjop.com/image/dv_web_D180001280329856/753688/miele-ovn-h-2467-b-active.jpg'	'new'	'in_stock'	'13995 NOK'	'8995 NOK'		'Miele'									'a+'										
'757605'	'LG 55" UT 8100 4K UHD LED TV (2024)'	'['60 Hz 4K, 3 x HDMI 2,0, eARC, ALLM', 'a5 AI-prosessor, AI bilde og lyd', 'webOS 5 års oppgradering + Magic Remote']'	'TV, lyd og smarte hjem'	'TV, lyd og smarte hjem > TV og tilbehør > TV'	'https://www.elkjop.no/product/tv-lyd-og-smarte-hjem/tv-og-tilbehor/tv/lg-55-ut-8100-4k-uhd-led-tv-2024/757605'	'https://next-media.elkjop.com/image/dv_web_D1800012699103/757605/lg-55-ut-8100-4k-uhd-led-tv-2024.jpg'	'new'	'out_of_stock'	'12997 NOK'	'5990 NOK'		'LG'									'g'										
'757625'	'LG 48" C4 4K OLED evo TV (2024)'	'['144 Hz, 4xHDMI 2,1, G-Sync+FreeSync', 'α9 AI-prosessor, laget for OLED', 'Brightness Booster']'	'TV, lyd og smarte hjem'	'TV, lyd og smarte hjem > TV og tilbehør > TV'	'https://www.elkjop.no/product/tv-lyd-og-smarte-hjem/tv-og-tilbehor/tv/lg-48-c4-4k-oled-evo-tv-2024/757625'	'https://next-media.elkjop.com/image/dv_web_D1800012699176/757625/lg-48-c4-4k-oled-evo-tv-2024.jpg'	'new'	'out_of_stock'	'9990 NOK'	'8990 NOK'		'LG'									'g'										
'757627'	'LG 65" UT 8100 4K UHD LED TV (2024)'	'['60 Hz 4K, 3 x HDMI 2,0, eARC, ALLM', 'a5 AI-prosessor, AI bilde og lyd', 'webOS 5 års oppgradering + Magic Remote']'	'TV, lyd og smarte hjem'	'TV, lyd og smarte hjem > TV og tilbehør > TV'	'https://www.elkjop.no/product/tv-lyd-og-smarte-hjem/tv-og-tilbehor/tv/lg-65-ut-8100-4k-uhd-led-tv-2024/757627'	'https://next-media.elkjop.com/image/dv_web_D1800012699101/757627/lg-65-ut-8100-4k-uhd-led-tv-2024.jpg'	'new'	'out_of_stock'	'14999 NOK'	'6990 NOK'		'LG'									'f'										
'758607'	'Lenovo PS8 Portable SSD (4TB)'	'['Kapasitet: 4 TB', 'opptil 1050/1000 MB/s overføring', 'USB-C-brukersnitt']'	'PC, datautstyr og kontor'	'PC, datautstyr og kontor > Lagring > Ekstern SSD'	'https://www.elkjop.no/product/pc-datautstyr-og-kontor/lagring/ekstern-ssd/lenovo-ps8-portable-ssd-4tb/758607'	'https://next-media.elkjop.com/image/dv_web_D1800010021813277/758607/lenovo-ps8-portable-ssd-4tb.jpg'	'new'	'out_of_stock'	'4499 NOK'	'2495 NOK'		'Lenovo'																			
'762058'	'Corsair K65 Plus gamingtastatur (sort, grå)'	'['Mekanisk tastatur', 'Corsair MLX Red-brytere', 'Bluetooth, trådløs, USB-C']'	'PC, datautstyr og kontor'	'PC, datautstyr og kontor > PC-tilbehør > Mus & tastatur > Tastatur'	'https://www.elkjop.no/product/pc-datautstyr-og-kontor/pc-tilbehor/mus-tastatur/tastatur/corsair-k65-plus-gamingtastatur-sort-gra/762058'	'https://next-media.elkjop.com/image/dv_web_D1800010021838109/762058/corsair-k65-plus-gamingtastatur-sort-gra.jpg'	'new'	'in_stock'	'1849 NOK'	'1299 NOK'		'Corsair'																			
'762371'	'Sennheiser Momentum Sport helt trådløs in-ear hodetelefoner (oliven)'	'['Adaptiv ANC, IP55', 'Kroppssporende sensorer', '7,5 timers batteriliv']'	'TV, lyd og smarte hjem'	'TV, lyd og smarte hjem > Hodetelefoner og tilbehør > Hodetelefoner'	'https://www.elkjop.no/product/tv-lyd-og-smarte-hjem/hodetelefoner-og-tilbehor/hodetelefoner/sennheiser-momentum-sport-helt-tradlos-in-ear-hodetelefoner-oliven/762371'	'https://next-media.elkjop.com/image/dv_web_D1800010021823927/762371/sennheiser-momentum-sport-helt-tradlos-in-ear-hodetelefoner-oliven.jpg'	'new'	'in_stock'	'3690 NOK'	'1990 NOK'		'Sennheiser'																			
'762372'	'Sennheiser Momentum Sport helt trådløs in-ear hodetelefoner (sort)'	'['Adaptiv ANC, IP55', 'Kroppssporende sensorer', '7,5 timers batteriliv']'	'TV, lyd og smarte hjem'	'TV, lyd og smarte hjem > Hodetelefoner og tilbehør > Hodetelefoner'	'https://www.elkjop.no/product/tv-lyd-og-smarte-hjem/hodetelefoner-og-tilbehor/hodetelefoner/sennheiser-momentum-sport-helt-tradlos-in-ear-hodetelefoner-sort/762372'	'https://next-media.elkjop.com/image/dv_web_D1800010021823922/762372/sennheiser-momentum-sport-helt-tradlos-in-ear-hodetelefoner-sort.jpg'	'new'	'in_stock'	'3690 NOK'	'1990 NOK'		'Sennheiser'																			
'762865'	'Hisense Ovn HI4P8637B'	'['Volume:77 l', 'Pyrolytisk cleaning', 'CoolDoor']'	'Hvitevarer'	'Hvitevarer > Komfyr & Stekeovn > Stekeovn'	'https://www.elkjop.no/product/hvitevarer/komfyr-stekeovn/stekeovn/hisense-ovn-hi4p8637b/762865'	'https://next-media.elkjop.com/image/dv_web_D180001279633643/762865/hisense-ovn-hi4p8637b.jpg'	'new'	'in_stock'	'5995 NOK'	'3995 NOK'		'Hisense'									'a+'										
