'id'	'title'	'description'	'product_type'	'google_product_category'	'link'	'image_link'	'condition'	'availability'	'price'	'sale_price'	'gtin'	'brand'	'mpn'	'item_group_id'	'gender'	'age_group'	'color'	'material'	'pattern'	'size'	'energy_efficiency_class'	'shipping'	'is_bundle'	'multipack'	'custom_label_0'	'custom_label_1'	'custom_label_2'	'custom_label_3'	'custom_label_4'	'unit_pricing_measure'	'unit_pricing_base_measure'
'3398125'	'Samsung Galaxy Tab S10 Lite 128GB/6GB - Grå'	'10,9"" (2112x1320) 90Hz LCD-skjerm, Exynos 1380, RAM, Flash, microSD, kameraer: 8 MP (bak), 5 MP (front), stereohøyttalere, One UI, WiFi 6, BT 5.3, S Pen, IP42, 8000 mAh batteri, 25 W kablet lading, 523 gram.'	'iPad Nettbrett'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=3398125&url=https://www.proshop.no/iPad-Nettbrett/Samsung-Galaxy-Tab-S10-Lite-128GB6GB-Graa/3398125'	'https://www.proshop.no/Images/600x800/3398125_f834c31ad27f.jpg'		'in_stock'	'4990 NOK'		'8806097638575'	'Samsung'	'SM-X400NZAREUB'									'NO:::0 NOK'									
'3306432'	'Corsair iCUE LINK TITAN 360 RX LCD White - CPU Vannkjøling - Max 36 dBA'	'CPU kjøler, vannkjøling, kompatibel med AMD Socket AM4 / AM5 & Intel Socket LGA1700 / LGA1851, vifte støynivå: max 36 dBA, vifte turtall: 300 - 2100 ± 10%, vifte CFM: max 73.5, statisk trykk: max 4.33 mmH₂O, PWM kontrollert, 396mm radiator med 3 x 120mm RGB vifter, 4-pins PWM & 3-pins ARGB forbindelse, inkludert kjølepasta, innebygd skjerm innebygd skjerm, hvit med RGB (kontrollert av: Corsair iCUE)-'	'Prosessor kjoeler'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=3306432&url=https://www.proshop.no/Prosessor-kjoeler/Corsair-iCUE-LINK-TITAN-360-RX-LCD-White-CPU-Vannkjoeling-Max-36-dBA/3306432'	'https://www.proshop.no/Images/600x800/3306432_6155fe970657.png'		'in_stock'	'3065 NOK'		'0840440482987'	'Corsair'	'CW-9061026-WW'									'NO:::0 NOK'									
'2759932'	'Elma Instruments Kyoritsu 2433r trms leakage clamp meter'	'Kyoritsu 2433R er en ny og praktisk True RMS klemmemåler, som er spesielt egnet for måling av lekkasjestrøm også på ikke-sinusformede kurver. Kyoritsu 2433R er perfekt på steder der behovet for en klemme er nødvendig for å måle små AC-strømmer med stor nøyaktighet, f.eks. lednings-/lekkasjestrømmer. Instrumentet er utstyrt med peak hold for å holde toppverdier, data hold for å holde strømverdier, frekvensfilter for filtrering av uønskede frekvenser og automatisk avstengingsfunksjon. Instrumentet overholder IEC 1010-1 CAT III 300V og leveres i et etui inkludert batterier og manual. Tekniske data: Måleområde: 0-40mA-400mA-400A AC Oppløsning: 10-0,1m-0,1A Nøyaktighet: +/- 1%+5D Display: 3¾ sifre Maksimalt display: 3999 Klemme størrelse: 40 mm Batteri: 2x1,5V LR03 (inkludert) Størrelse: 185 x 81 x 32 mm Vekt :270 g'	'Instrumenter'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=2759932&url=https://www.proshop.no/Instrumenter/Elma-Instruments-Kyoritsu-2433r-trms-leakage-clamp-meter/2759932'	'https://www.proshop.no/Images/600x800/2759932_63569605704c.jpg'		'in_stock'	'6267 NOK'		'5706445250271'	'Elma Instruments'	'5706445250271'									'NO:::0 NOK'									
'3265071'	'Logitech Slim Wireless Combo MK470 - Tastatur & Mussett - Engelsk (Storbritannia) - Svart'	'Tastatur- og mussett, trådløs, 2.4 GHz, QWERTY, Storbritannia, grafitt'	'Tastatur'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=3265071&url=https://www.proshop.no/Tastatur/Logitech-Slim-Wireless-Combo-MK470-Tastatur-Mussett-Engelsk-Storbritannia-Svart/3265071'	'https://www.proshop.no/Images/600x800/3265071_22432e41ede1.jpg'		'in_stock'	'564 NOK'		''	'Logitech'	'920-009202'									'NO:::95 NOK'									
'2574979'	'Ubiquiti UAP-AC-M-PRO-5 AC Mesh Pro (5-Pack)'	'Trådløst tilgangspunkt, Wi-Fi 5, 2.4 GHz, 5 GHz, DC-strøm (en pakke 5)'	'Tilgangspunkt'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=2574979&url=https://www.proshop.no/Tilgangspunkt/Ubiquiti-UAP-AC-M-PRO-5-AC-Mesh-Pro-5-Pack/2574979'	'https://www.proshop.no/Images/600x800/2574979_b99907a277df.jpg'		'in_stock'	'13015 NOK'		'817882020558'	'Ubiquiti'	'UAP-AC-M-PRO-5'									'NO:::0 NOK'									
'3340097'	'Hama Adapter HDMI 8K Female-to-Female'	'HDMI adapter for seamless connection of two HDMI cables, supporting 8K Ultra-HD video and superior audio quality.'	'Diverse kabel'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=3340097&url=https://www.proshop.no/Diverse-kabel/Hama-Adapter-HDMI-8K-Female-to-Female/3340097'	'https://www.proshop.no/Images/600x800/3340097_931098adcc0f.jpg'		'in_stock'	'93 NOK'		'4047443506054'	'Hama'	'00205173'									'NO:::95 NOK'									
'2763990'	'ABB Safety switch 16a 6 phase neutral/earth otp16t6m1'	'Sikkerhetsbryter 16A 3Poler Svart håndtak IP65 eksklusivt for LM.'	'Switch'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=2763990&url=https://www.proshop.no/Switch/ABB-Safety-switch-16a-6-phase-neutralearth-otp16t6m1/2763990'	'https://www.proshop.no/Images/600x800/2763990_d6b6b35cf8b0.jpg'		'in_stock'	'2089 NOK'		'6417019199573'	'ABB'	'1SCA022613R1380'									'NO:::0 NOK'									
'2671133'	'Wera 391 Hose clamp screwdriver. 7 mm'	'Wera 05028150001 manuell skrutrekker Enkel Rett skrutrekker'	'Haandverktoey'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=2671133&url=https://www.proshop.no/Haandverktoey/Wera-391-Hose-clamp-screwdriver-7-mm/2671133'	'https://www.proshop.no/Images/600x800/2671133_ebac3ee92719.jpg'		'in_stock'	'285 NOK'		'4013288004710'	'Wera'	'05028150001'									'NO:::95 NOK'									
'2899860'	'Rheinzink spigot outlet half-round 333/100'	'RHEINZINK-prePATINA bright rolled spigot outlet half-round 333/100'	'Tak Fasade'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=2899860&url=https://www.proshop.no/Tak-Fasade/Rheinzink-spigot-outlet-half-round-333100/2899860'	'https://www.proshop.no/Images/600x800/2899860_97eeab0691e2.jpg'		'in_stock'	'61 NOK'		'4022425034862'	'Rheinzink'	'1132424'									'NO:::95 NOK'									
'3232151'	'Acer Chromebook Spin 512 - 12"" Touch | Celeron N100 | 8GB | 64GB'	'Flippdesign, Intel N-series, N100 / inntil 3.4 GHz, Chrome OS, UHD Graphics, 8 GB RAM, 64 GB eMMC, 12"" IPS berøringsskjerm 1366 x 912 (HD+), Wi-Fi 6E, skifersvart, kbd: Nordisk'	'Baerbar PC'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=3232151&url=https://www.proshop.no/Baerbar-PC/Acer-Chromebook-Spin-512-12-Touch-Celeron-N100-8GB-64GB/3232151'	'https://www.proshop.no/Images/600x800/3232151_06e27aad16e3.png'		'in_stock'	'4789 NOK'		'4711121436918'	'Acer'	'NX.KE5ED.005'									'NO:::0 NOK'									
