'id'	'title'	'description'	'product_type'	'google_product_category'	'link'	'image_link'	'condition'	'availability'	'price'	'sale_price'	'gtin'	'brand'	'mpn'	'item_group_id'	'gender'	'age_group'	'color'	'material'	'pattern'	'size'	'energy_efficiency_class'	'shipping'	'is_bundle'	'multipack'	'custom_label_0'	'custom_label_1'	'custom_label_2'	'custom_label_3'	'custom_label_4'	'unit_pricing_measure'	'unit_pricing_base_measure'
'39-3585-1'	'Belkin Soundform Nano V2 in-ear-ørepropper til barn'	'Bekvemme trådløse barneørepropper med volumbe....'	'Hodetelefoner barn'	'Multimedia > Hodetelefoner > Hodetelefoner barn'	'https://www.clasohlson.com/no/Belkin-Soundform-Nano-V2-in-ear-orepropper-til-barn/p/39-3585-1'	'https://images.clasohlson.com/medias/sys_master/hdb/hb4/68636051079198.png'	'new'	'in_stock'	'449.9 NOK'	'299 NOK'		'BELKIN'					' Hvit '														
'44-6266'	'Swiffer Duster Kit støvkost med 4 refiller'	'Fanger opp og låser inne støv på en effektiv måte – perfekt for møbler, elektron....'	'Støvkoster og feiekoster'	'Hjem > Rengjøring > Støvkoster og feiekoster'	'https://www.clasohlson.com/no/Swiffer-Duster-Kit-stovkost-med-4-refiller/p/44-6266'	'https://images.clasohlson.com/medias/sys_master/h7f/hca/68637727522846.png'	'new'	'in_stock'	'69.9 NOK'	'55.9 NOK'		'SWIFFER'																		'stk'	
'44-5760'	'Kontorsett med dokumentordner, penneholder og brevkurv'	'Hold orden på skrivebordet med et skrivebords....'	'Skrivebordsoppbevaring'	'Hjem > Kontor > Skrivebordsoppbevaring'	'https://www.clasohlson.com/no/Kontorsett-med-dokumentordner,-penneholder-og-brevkurv/p/44-5760'	'https://images.clasohlson.com/medias/sys_master/hda/hab/68639186583582.png'	'new'	'in_stock'	'129.9 NOK'	'29.9 NOK'		'CLAS OHLSON'					' Hvit '														
'44-3765'	'Trådhylle med multifunksjon, 4 kuber'	'Trådhylle med mange muligheter – når du fort trenger oppbevaringsplass. Lett og ....'	'Småmøbler og speil'	'Hjem > Interiør og dekorasjoner > Småmøbler og speil'	'https://www.clasohlson.com/no/Tradhylle-med-multifunksjon,-4-kuber/p/44-3765'	'https://images.clasohlson.com/medias/sys_master/hea/hf3/68652308430878.png'	'new'	'out_of_stock'	'299.9 NOK'	'249.9 NOK'																					
'36-8059'	'Stjerne i bambus, natur  '	'Adventsstjerne av flettet bambus merket med F....'	'Adventsstjerner'	'Jul > Julebelysning > Adventsstjerner'	'https://www.clasohlson.com/no/Stjerne-i-bambus,-natur--/p/36-8059'	'https://images.clasohlson.com/medias/sys_master/ha5/h0b/68637059252254.png'	'new'	'out_of_stock'	'499.9 NOK'	'249.9 NOK'		'NORTHLIGHT'																			
'39-2584'	'TP-Link Archer AX23 AX1800 router, WiFi 6'	'Støtter den siste WiFi 6-standarden – raskere og mer effektiv streaming. AX1800 ....'	'Routere'	'Multimedia > Nettverk > Routere'	'https://www.clasohlson.com/no/TP-Link-Archer-AX23-AX1800-router,-WiFi-6/p/39-2584'	'https://images.clasohlson.com/medias/sys_master/h74/h48/68636019392542.png'	'new'	'in_stock'	'899 NOK'	'699 NOK'		'TP-LINK'																			
'39-3127'	'AgfaPhoto Realipix Mini P.2 ZInk skriver med papir'	'Ta bilder, rediger på mobilen og skriv ut på fotopapir (10-pakning følger med). ....'	'Mobilprintere og tilbehør'	'Multimedia > Skrivere og tilbehør > Mobilprintere og tilbehør'	'https://www.clasohlson.com/no/AgfaPhoto-Realipix-Mini-P.2-ZInk-skriver-med-papir/p/39-3127'	'https://images.clasohlson.com/medias/sys_master/h5b/h42/68640856965150.png'	'new'	'in_stock'	'1399 NOK'	'979 NOK'		'AGFAPHOTO'																			
'38-9626'	'Belkin ScreenForce Tempered Glass skjermbeskytter for iPhone 11 / Xr'	'Beskytter iPhonen uten å la det gå utover brukervennligheten. Glasset er ekstrem....'	'iPhone 11 skjermbeskytter'	'Multimedia > Skjermbeskytter > iPhone 11 skjermbeskytter'	'https://www.clasohlson.com/no/Belkin-ScreenForce-Tempered-Glass-skjermbeskytter-for-iPhone-11---Xr/p/38-9626'	'https://images.clasohlson.com/medias/sys_master/h43/h28/68638264098846.png'	'new'	'in_stock'	'299.9 NOK'	'99.9 NOK'		'BELKIN'																			
'44-5332'	'Juletrebag premium med glidelås og håndtak, 122 x 38 x 51 cm.'	'Solid juletreoppbevaring som kan brukes år etter år. Vesken har plass til et jul....'	'Oppbevaring jul'	'Hjem > Oppbevaring og organisering > Oppbevaring jul'	'https://www.clasohlson.com/no/Juletrebag-premium-med-glidelas-og-handtak,-122-x-38-x-51-cm./p/44-5332'	'https://images.clasohlson.com/medias/sys_master/hd4/h2c/68637683613726.png'	'new'	'out_of_stock'	'299.9 NOK'	'179.9 NOK'		'CLAS OHLSON'																			
'39-2528'	'Mobildeksel for iPhone 15 Pro, Otterbox Symmetry Clear MagSafe'	'Gjennomsiktig futteral som beskytter mot fallskader, slag og oppriping. Pro Otte....'	'iPhone 15 Pro deksel'	'Multimedia > Mobildeksler > iPhone 15 Pro deksel'	'https://www.clasohlson.com/no/Mobildeksel-for-iPhone-15-Pro,-Otterbox-Symmetry-Clear-MagSafe/p/39-2528'	'https://images.clasohlson.com/medias/sys_master/h7b/hbd/68639107448862.png'	'new'	'out_of_stock'	'349.9 NOK'	'99.9 NOK'		'OTTERBOX'																			
'31-6471'	'Ghost Castle Spøkelsesslottet-spill, Alga, fra 6 år'	'Vis mot, unngå fellene og finn raskeste vei ut av spøkelsesslottet. Alga Ghost C....'	'Brett- og kortspill'	'Fritid > Leker og spill > Brett  og kortspill'	'https://www.clasohlson.com/no/Ghost-Castle-Spokelsesslottet-spill,-Alga,-fra-6-ar/p/31-6471'	'https://images.clasohlson.com/medias/sys_master/h2b/h12/68635527118878.png'	'new'	'in_stock'	'349.9 NOK'	'199.9 NOK'		'ALGA'																			
'39-3618-4'	'Exibel BX50 liten, bærbar Bluetooth-høyttaler, IPX4'	'Vanntålig høyttaler 9,5 x 8 cm – finnes i fle....'	'Bærbare høyttalere'	'Multimedia > Høyttalere og lyd > Bærbare høyttalere'	'https://www.clasohlson.com/no/Exibel-BX50-liten,-baerbar-Bluetooth-hoyttaler,-IPX4/p/39-3618-4'	'https://images.clasohlson.com/medias/sys_master/h4a/h6e/68637308452894.png'	'new'	'in_stock'	'349.9 NOK'	'299 NOK'		'EXIBEL'					' Svart '														
'31-8775-7'	'Voksduk, 130 x 130 cm'	'Beskytt bordet mot søl og flekker – vannavvis....'	'Utemøbler og tilbehør'	'Fritid > Uteplass og terrasse > Utemøbler og tilbehør'	'https://www.clasohlson.com/no/Voksduk,-130-x-130-cm/p/31-8775-7'	'https://images.clasohlson.com/medias/sys_master/hfa/h1f/68637988225054.png'	'new'	'in_stock'	'139.9 NOK'	'69.9 NOK'							' Beige '														
'31-7334'	'Gerber Suspension NXT Compact multiverktøy, 15 i 1'	'En effektiv hverdagshelt med 15 funksjoner – sag, skjær, skru, mål og mye mer. G....'	'Turkniver og lommekniver'	'Fritid > Friluftsliv og camping > Turkniver og lommekniver'	'https://www.clasohlson.com/no/Gerber-Suspension-NXT-Compact-multiverktoy,-15-i-1/p/31-7334'	'https://images.clasohlson.com/medias/sys_master/h7c/h78/68641717616670.png'	'new'	'in_stock'	'599 NOK'	'499 NOK'		'GERBER'																			
'44-4971-2'	'Brødrister 2 skiver, 750 W'	'Rist, tin eller varm opp brødskivene. Enkel o....'	'Brødristere'	'Hjem > Kjøkkenapparater > Brødristere'	'https://www.clasohlson.com/no/Brodrister-2-skiver,-750-W/p/44-4971-2'	'https://images.clasohlson.com/medias/sys_master/h72/h2e/68654921416734.png'	'new'	'in_stock'	'199.9 NOK'	'149.9 NOK'		'CLAS OHLSON'					' Beige '														
'41-1373'	'Stikksag Cocraft LXC JS18'	'Brukes til figursaging og kapping i forskjellige materialer. Sag 40 mm i tre / 4....'	'Stikksager'	'Jernvare > Elektroverktøy og maskiner > Stikksager'	'https://www.clasohlson.com/no/Stikksag-Cocraft-LXC-JS18/p/41-1373'	'https://images.clasohlson.com/medias/sys_master/he0/hf9/68637477961758.png'	'new'	'out_of_stock'	'449.9 NOK'	'179.9 NOK'		'COCRAFT'																			
